# qps p50 p99 tcc-p50 tcc-p99 con-p50 con-p99 opt-p50 opt-p99
1000 4.8 8.3 6.5 9.8 6.3 9.4 7.6 11.2
1500 4.8 8.3 6.7 10.3 6.3 9.3 7.3 10.5
2000 4.8 8.3 6.7 10.9 6.1 10 6.1 9.9
2500 4.8 8.5 6.5 11.3 6.4 13.9 6.7 21
3000 4.7 8.9 6.8 12.4 7.5 24.1 8.5 346
3500 4.8 9.9 7.3 14.3 11.9 63.2
4000 5.2 12.4 8.2 19.2
4500 5.3 15.9 13.2 71.9
5000 6.1 26.5 726 985
5500 7.3 45.7
6000 29.2 203.2
